Code,Description,Category,Label,Type,Weight,MDC,Post Acute,Special Pay,LOS Mean,Geo LOS Mean
520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION,None,SURG,1.4798,08,Yes,Yes,2.5,2.0
521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE,MCC,SURG,3.0192,08,Yes,Yes,7.3,6.2
522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE,NO MCC,SURG,2.1729,08,Yes,Yes,4.5,4.0
533,FRACTURES OF FEMUR WITH MCC,FRACTURES OF FEMUR,MCC,MED,1.4263,08,Yes,No,5.4,4.1
534,FRACTURES OF FEMUR WITHOUT MCC,FRACTURES OF FEMUR,NO MCC,MED,0.7959,08,Yes,No,3.3,2.7
535,FRACTURES OF HIP AND PELVIS WITH MCC,FRACTURES OF HIP AND PELVIS,MCC,MED,1.2895,08,Yes,No,4.9,3.8
536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,FRACTURES OF HIP AND PELVIS,NO MCC,MED,0.7771,08,Yes,No,3.3,2.7
537,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITH CC/MCC","SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH",Both,MED,0.9934,08,No,No,3.9,3.1
538,"SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH WITHOUT CC/MCC","SPRAINS, STRAINS, AND DISLOCATIONS OF HIP, PELVIS AND THIGH",None,MED,0.6962,08,No,No,2.8,2.3
539,OSTEOMYELITIS WITH MCC,OSTEOMYELITIS,MCC,MED,1.9959,08,Yes,No,8.2,6.2
540,OSTEOMYELITIS WITH CC,OSTEOMYELITIS,CC,MED,1.3466,08,Yes,No,5.7,4.4
541,OSTEOMYELITIS WITHOUT CC/MCC,OSTEOMYELITIS,None,MED,0.8180,08,Yes,No,3.6,2.9
542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY,MCC,MED,1.8280,08,Yes,No,6.8,5.1
543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY,CC,MED,1.0890,08,Yes,No,4.5,3.4
544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/MCC,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY,None,MED,0.7781,08,Yes,No,3.1,2.6
545,CONNECTIVE TISSUE DISORDERS WITH MCC,CONNECTIVE TISSUE DISORDERS,MCC,MED,2.5086,08,Yes,No,8.1,5.6
546,CONNECTIVE TISSUE DISORDERS WITH CC,CONNECTIVE TISSUE DISORDERS,CC,MED,1.2056,08,Yes,No,4.4,3.4
547,CONNECTIVE TISSUE DISORDERS WITHOUT CC/MCC,CONNECTIVE TISSUE DISORDERS,None,MED,0.9148,08,Yes,No,3.1,2.6
548,SEPTIC ARTHRITIS WITH MCC,SEPTIC ARTHRITIS,MCC,MED,1.9399,08,No,No,7.5,5.8
549,SEPTIC ARTHRITIS WITH CC,SEPTIC ARTHRITIS,CC,MED,1.2117,08,No,No,5.1,4.0
550,SEPTIC ARTHRITIS WITHOUT CC/MCC,SEPTIC ARTHRITIS,None,MED,1.0483,08,No,No,3.6,2.8
551,MEDICAL BACK PROBLEMS WITH MCC,MEDICAL BACK PROBLEMS,MCC,MED,1.6734,08,Yes,No,5.9,4.4
552,MEDICAL BACK PROBLEMS WITHOUT MCC,MEDICAL BACK PROBLEMS,NO MCC,MED,0.9605,08,Yes,No,3.5,2.8
553,BONE DISEASES AND ARTHROPATHIES WITH MCC,BONE DISEASES AND ARTHROPATHIES,MCC,MED,1.3259,08,No,No,5.4,4.0
554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,BONE DISEASES AND ARTHROPATHIES,NO MCC,MED,0.8202,08,No,No,3.4,2.7
555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE,MCC,MED,1.3312,08,No,No,5.0,3.7
556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE,NO MCC,MED,0.8080,08,No,No,3.1,2.5
557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC","TENDONITIS, MYOSITIS AND BURSITIS",MCC,MED,1.4319,08,Yes,No,5.9,4.5
558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC","TENDONITIS, MYOSITIS AND BURSITIS",NO MCC,MED,0.8690,08,Yes,No,3.8,3.0
559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC","AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE",MCC,MED,1.7850,08,Yes,No,6.7,4.8
560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC","AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE",CC,MED,1.0956,08,Yes,No,4.9,3.7
561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC","AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE",None,MED,0.7902,08,Yes,No,3.9,2.7
562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC","FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH",MCC,MED,1.4628,08,Yes,No,5.3,4.0
563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC","FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH",NO MCC,MED,0.8612,08,Yes,No,3.3,2.7
564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES,MCC,MED,1.5533,08,No,No,6.1,4.7
565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES,CC,MED,0.9874,08,No,No,4.1,3.3
566,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITHOUT CC/MCC,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES,None,MED,0.7427,08,No,No,3.0,2.5
570,SKIN DEBRIDEMENT WITH MCC,SKIN DEBRIDEMENT,MCC,SURG,2.9171,09,Yes,No,9.9,7.5
571,SKIN DEBRIDEMENT WITH CC,SKIN DEBRIDEMENT,CC,SURG,1.6486,09,Yes,No,6.2,4.8
572,SKIN DEBRIDEMENT WITHOUT CC/MCC,SKIN DEBRIDEMENT,None,SURG,1.2036,09,Yes,No,3.7,2.9
573,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH MCC,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS,MCC,SURG,5.8705,09,Yes,No,15.8,11.3
574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS,CC,SURG,3.6046,09,Yes,No,11.4,8.1
575,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS,None,SURG,2.0496,09,Yes,No,5.9,4.4
576,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH MCC,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS,MCC,SURG,5.6490,09,No,No,14.6,9.6
577,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH CC,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS,CC,SURG,2.6187,09,No,No,6.5,4.5
578,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT CC/MCC,SKIN GRAFT EXCEPT FOR SKIN ULCER OR CELLULITIS,None,SURG,1.7125,09,No,No,3.7,2.7
579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC","OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES",MCC,SURG,3.1517,09,Yes,No,9.8,7.2
580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC","OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES",CC,SURG,1.7362,09,Yes,No,5.4,4.0
581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC","OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES",None,SURG,1.4115,09,Yes,No,2.6,2.0
582,MASTECTOMY FOR MALIGNANCY WITH CC/MCC,MASTECTOMY FOR MALIGNANCY,Both,SURG,1.9348,09,No,No,3.4,2.4
583,MASTECTOMY FOR MALIGNANCY WITHOUT CC/MCC,MASTECTOMY FOR MALIGNANCY,None,SURG,1.5108,09,No,No,2.0,1.7
584,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITH CC/MCC","BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES",Both,SURG,2.1358,09,No,No,4.7,3.5
585,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC","BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES",None,SURG,1.8411,09,No,No,2.5,2.1
592,SKIN ULCERS WITH MCC,SKIN ULCERS,MCC,MED,1.7840,09,Yes,No,7.5,5.5
593,SKIN ULCERS WITH CC,SKIN ULCERS,CC,MED,1.1519,09,Yes,No,5.3,4.1
594,SKIN ULCERS WITHOUT CC/MCC,SKIN ULCERS,None,MED,0.7739,09,Yes,No,3.8,3.0
595,MAJOR SKIN DISORDERS WITH MCC,MAJOR SKIN DISORDERS,MCC,MED,2.1414,09,No,No,7.7,5.4
596,MAJOR SKIN DISORDERS WITHOUT MCC,MAJOR SKIN DISORDERS,NO MCC,MED,1.0918,09,No,No,4.6,3.5
597,MALIGNANT BREAST DISORDERS WITH MCC,MALIGNANT BREAST DISORDERS,MCC,MED,1.6840,09,No,No,6.5,4.8
598,MALIGNANT BREAST DISORDERS WITH CC,MALIGNANT BREAST DISORDERS,CC,MED,1.0681,09,No,No,4.3,3.3
599,MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,MALIGNANT BREAST DISORDERS,None,MED,0.7476,09,No,No,2.4,2.1
600,NON-MALIGNANT BREAST DISORDERS WITH CC/MCC,NON-MALIGNANT BREAST DISORDERS,Both,MED,1.0411,09,No,No,4.3,3.4
601,NON-MALIGNANT BREAST DISORDERS WITHOUT CC/MCC,NON-MALIGNANT BREAST DISORDERS,None,MED,0.7039,09,No,No,3.1,2.6
602,CELLULITIS WITH MCC,CELLULITIS,MCC,MED,1.4412,09,Yes,No,5.9,4.6
603,CELLULITIS WITHOUT MCC,CELLULITIS,NO MCC,MED,0.8818,09,Yes,No,3.9,3.2
604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC","TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST",MCC,MED,1.5092,09,No,No,5.3,3.8
605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC","TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST",NO MCC,MED,0.9104,09,No,No,3.2,2.5
606,MINOR SKIN DISORDERS WITH MCC,MINOR SKIN DISORDERS,MCC,MED,1.5349,09,No,No,6.1,4.4
607,MINOR SKIN DISORDERS WITHOUT MCC,MINOR SKIN DISORDERS,NO MCC,MED,0.8482,09,No,No,3.7,2.9
614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,ADRENAL AND PITUITARY PROCEDURES,Both,SURG,2.3499,10,No,No,4.4,3.0
615,ADRENAL AND PITUITARY PROCEDURES WITHOUT CC/MCC,ADRENAL AND PITUITARY PROCEDURES,None,SURG,1.4758,10,No,No,1.9,1.6
616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC","AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",MCC,SURG,3.7645,10,Yes,No,12.0,9.7
617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC","AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",CC,SURG,1.9440,10,Yes,No,6.7,5.6
618,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC","AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",None,SURG,1.1729,10,Yes,No,4.0,3.5
619,O.R. PROCEDURES FOR OBESITY WITH MCC,O.R. PROCEDURES FOR OBESITY,MCC,SURG,2.8917,10,No,No,4.7,2.8
620,O.R. PROCEDURES FOR OBESITY WITH CC,O.R. PROCEDURES FOR OBESITY,CC,SURG,1.6856,10,No,No,2.0,1.7
621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,O.R. PROCEDURES FOR OBESITY,None,SURG,1.5550,10,No,No,1.4,1.3
622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC","SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",MCC,SURG,3.6211,10,Yes,No,11.6,8.6
623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC","SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",CC,SURG,1.8846,10,Yes,No,6.6,5.4
624,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITHOUT CC/MCC","SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",None,SURG,0.9890,10,Yes,No,3.1,2.6
625,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC","THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES",MCC,SURG,2.8772,10,No,No,7.2,4.7
626,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH CC","THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES",CC,SURG,1.6192,10,No,No,2.9,2.1
627,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC","THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES",None,SURG,1.2759,10,No,No,1.6,1.4
628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC","OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES",MCC,SURG,3.6448,10,Yes,No,10.5,7.7
629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC","OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES",CC,SURG,2.2438,10,Yes,No,7.1,5.9
630,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITHOUT CC/MCC","OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES",None,SURG,1.4042,10,Yes,No,2.9,2.2
637,DIABETES WITH MCC,DIABETES,MCC,MED,1.3957,10,Yes,No,5.2,3.9
638,DIABETES WITH CC,DIABETES,CC,MED,0.8760,10,Yes,No,3.6,2.9
639,DIABETES WITHOUT CC/MCC,DIABETES,None,MED,0.6008,10,Yes,No,2.4,2.0
640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC","MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES",MCC,MED,1.2653,10,Yes,No,4.8,3.4
641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC","MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES",NO MCC,MED,0.7702,10,Yes,No,3.3,2.6
642,INBORN AND OTHER DISORDERS OF METABOLISM,INBORN AND OTHER DISORDERS OF METABOLISM,Others,MED,1.4033,10,No,No,4.9,3.3
643,ENDOCRINE DISORDERS WITH MCC,ENDOCRINE DISORDERS,MCC,MED,1.6437,10,Yes,No,6.4,5.1
644,ENDOCRINE DISORDERS WITH CC,ENDOCRINE DISORDERS,CC,MED,1.0191,10,Yes,No,4.3,3.5
645,ENDOCRINE DISORDERS WITHOUT CC/MCC,ENDOCRINE DISORDERS,None,MED,0.7426,10,Yes,No,3.1,2.6
650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,KIDNEY TRANSPLANT WITH HEMODIALYSIS,MCC,SURG,4.6439,11,No,No,8.1,6.6
651,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITHOUT MCC,KIDNEY TRANSPLANT WITH HEMODIALYSIS,NO MCC,SURG,3.5462,11,No,No,6.4,5.6
652,KIDNEY TRANSPLANT,KIDNEY TRANSPLANT,Others,SURG,3.0851,11,No,No,5.0,4.5
653,MAJOR BLADDER PROCEDURES WITH MCC,MAJOR BLADDER PROCEDURES,MCC,SURG,5.5567,11,Yes,No,13.1,10.1
654,MAJOR BLADDER PROCEDURES WITH CC,MAJOR BLADDER PROCEDURES,CC,SURG,2.8425,11,Yes,No,6.4,5.4
655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,MAJOR BLADDER PROCEDURES,None,SURG,2.1587,11,Yes,No,4.1,3.4
656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,KIDNEY AND URETER PROCEDURES FOR NEOPLASM,MCC,SURG,3.3053,11,No,No,7.6,5.3
657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,KIDNEY AND URETER PROCEDURES FOR NEOPLASM,CC,SURG,1.8780,11,No,No,3.6,2.8
658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,KIDNEY AND URETER PROCEDURES FOR NEOPLASM,None,SURG,1.5790,11,No,No,2.1,1.8
659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM,MCC,SURG,2.5769,11,Yes,No,7.9,5.9
660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM,CC,SURG,1.4112,11,Yes,No,3.9,3.0
661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM,None,SURG,1.0779,11,Yes,No,2.1,1.8
662,MINOR BLADDER PROCEDURES WITH MCC,MINOR BLADDER PROCEDURES,MCC,SURG,3.0387,11,No,No,10.1,7.0
663,MINOR BLADDER PROCEDURES WITH CC,MINOR BLADDER PROCEDURES,CC,SURG,1.5250,11,No,No,4.6,3.5
664,MINOR BLADDER PROCEDURES WITHOUT CC/MCC,MINOR BLADDER PROCEDURES,None,SURG,1.1267,11,No,No,2.3,1.8
665,PROSTATECTOMY WITH MCC,PROSTATECTOMY,MCC,SURG,3.0603,11,No,No,9.8,7.4
666,PROSTATECTOMY WITH CC,PROSTATECTOMY,CC,SURG,1.7219,11,No,No,5.0,3.6
667,PROSTATECTOMY WITHOUT CC/MCC,PROSTATECTOMY,None,SURG,0.9839,11,No,No,2.4,1.9
668,TRANSURETHRAL PROCEDURES WITH MCC,TRANSURETHRAL PROCEDURES,MCC,SURG,2.8229,11,No,No,9.1,7.0
669,TRANSURETHRAL PROCEDURES WITH CC,TRANSURETHRAL PROCEDURES,CC,SURG,1.5742,11,No,No,4.9,3.7
670,TRANSURETHRAL PROCEDURES WITHOUT CC/MCC,TRANSURETHRAL PROCEDURES,None,SURG,0.9875,11,No,No,2.5,2.0
671,URETHRAL PROCEDURES WITH CC/MCC,URETHRAL PROCEDURES,Both,SURG,1.8315,11,No,No,5.4,3.7
672,URETHRAL PROCEDURES WITHOUT CC/MCC,URETHRAL PROCEDURES,None,SURG,1.0417,11,No,No,2.1,1.6
673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,OTHER KIDNEY AND URINARY TRACT PROCEDURES,MCC,SURG,3.4940,11,No,No,10.9,8.0
674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,OTHER KIDNEY AND URINARY TRACT PROCEDURES,CC,SURG,2.3705,11,No,No,7.6,6.0
675,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,OTHER KIDNEY AND URINARY TRACT PROCEDURES,None,SURG,1.6864,11,No,No,3.8,3.0
682,RENAL FAILURE WITH MCC,RENAL FAILURE,MCC,MED,1.4866,11,Yes,No,5.8,4.3
683,RENAL FAILURE WITH CC,RENAL FAILURE,CC,MED,0.8949,11,Yes,No,3.9,3.1
684,RENAL FAILURE WITHOUT CC/MCC,RENAL FAILURE,None,MED,0.6048,11,Yes,No,2.6,2.2
686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,KIDNEY AND URINARY TRACT NEOPLASMS,MCC,MED,1.6978,11,No,No,6.4,4.7
687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,KIDNEY AND URINARY TRACT NEOPLASMS,CC,MED,1.0398,11,No,No,4.2,3.2
688,KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,KIDNEY AND URINARY TRACT NEOPLASMS,None,MED,0.8664,11,No,No,2.4,2.0
689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,KIDNEY AND URINARY TRACT INFECTIONS,MCC,MED,1.1471,11,Yes,No,4.9,3.8
690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,KIDNEY AND URINARY TRACT INFECTIONS,NO MCC,MED,0.7956,11,Yes,No,3.5,2.8
693,URINARY STONES WITH MCC,URINARY STONES,MCC,MED,1.4308,11,No,No,5.2,3.7
694,URINARY STONES WITHOUT MCC,URINARY STONES,NO MCC,MED,0.7971,11,No,No,2.6,2.0
695,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS,MCC,MED,1.1483,11,No,No,4.7,3.6
696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS,NO MCC,MED,0.6930,11,No,No,2.9,2.3
697,URETHRAL STRICTURE,URETHRAL STRICTURE,Others,MED,0.9924,11,No,No,3.5,2.6
698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES,MCC,MED,1.6025,11,Yes,No,6.1,4.8
699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES,CC,MED,1.0121,11,Yes,No,4.0,3.2
700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES,None,MED,0.7408,11,Yes,No,2.9,2.3
707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,MAJOR MALE PELVIC PROCEDURES,Both,SURG,1.9953,12,No,No,3.3,2.3
708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,MAJOR MALE PELVIC PROCEDURES,None,SURG,1.4847,12,No,No,1.5,1.4
709,PENIS PROCEDURES WITH CC/MCC,PENIS PROCEDURES,Both,SURG,2.4120,12,No,No,7.4,4.3
710,PENIS PROCEDURES WITHOUT CC/MCC,PENIS PROCEDURES,None,SURG,1.4414,12,No,No,2.5,1.9
711,TESTES PROCEDURES WITH CC/MCC,TESTES PROCEDURES,Both,SURG,2.0434,12,No,No,7.2,5.1
712,TESTES PROCEDURES WITHOUT CC/MCC,TESTES PROCEDURES,None,SURG,1.2416,12,No,No,3.5,2.5
713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,TRANSURETHRAL PROSTATECTOMY,Both,SURG,1.4819,12,No,No,3.9,2.6
714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,TRANSURETHRAL PROSTATECTOMY,None,SURG,0.9582,12,No,No,1.8,1.5
715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY,Both,SURG,2.2332,12,No,No,7.4,5.2
716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY,None,SURG,1.3143,12,No,No,1.7,1.5
717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY,Both,SURG,1.7703,12,No,No,4.8,3.4
718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY,None,SURG,1.2690,12,No,No,2.3,1.9
722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM",MCC,MED,1.6977,12,No,No,6.5,4.9
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM",CC,MED,1.1524,12,No,No,4.5,3.3
724,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM",None,MED,0.7651,12,No,No,2.1,1.8
725,BENIGN PROSTATIC HYPERTROPHY WITH MCC,BENIGN PROSTATIC HYPERTROPHY,MCC,MED,1.2493,12,No,No,5.2,4.0
