HCPCS,DESCRIPTION,STATUS CODE,Outpatient RVU,Inpatient RVU,IN_OUT_RVU,GLOB_DAYS
88399,Unlisted surgical path px,C,0,0,0,XXX
88399,Unlisted surgical path px,C,0,0,0,XXX
88720,Bilirubin total transcut,X,0,0,0,XXX
88738,Hgb quant transcutaneous,X,0,0,0,XXX
88740,Transcutaneous carboxyhb,X,0,0,0,XXX
88741,Transcutaneous methb,X,0,0,0,XXX
88749,Unlisted in vivo lab service,X,0,0,0,XXX
89049,Chct for mal hyperthermia,A,8.57,1.82,10.39,XXX
89050,Body fluid cell count,X,0,0,0,XXX
89051,Body fluid cell count,X,0,0,0,XXX
89055,Leukocyte assessment fecal,X,0,0,0,XXX
89060,Exam synovial fluid crystals,X,0,0,0,XXX
89060,Exam synovial fluid crystals,A,0.52,0.52,1.04,XXX
89125,Specimen fat stain,X,0,0,0,XXX
89160,Exam feces for meat fibers,X,0,0,0,XXX
89190,Nasal smear for eosinophils,X,0,0,0,XXX
89220,Sputum specimen collection,A,0.58,0.58,1.16,XXX
89230,Collect sweat for test,A,0.09,0.09,0.18,XXX
89240,Unlisted misc path test,C,0,0,0,XXX
89250,Cultr oocyte/embryo <4 days,X,0,0,0,XXX
89251,Cultr oocyte/embryo <4 days,X,0,0,0,XXX
89253,Embryo hatching,X,0,0,0,XXX
89254,Oocyte identification,X,0,0,0,XXX
89255,Prepare embryo for transfer,X,0,0,0,XXX
89257,Sperm identification,X,0,0,0,XXX
89258,Cryopreservation embryo(s),X,0,0,0,XXX
89259,Cryopreservation sperm,X,0,0,0,XXX
89260,Sperm isolation simple,X,0,0,0,XXX
89261,Sperm isolation complex,X,0,0,0,XXX
89264,Identify sperm tissue,X,0,0,0,XXX
89268,Insemination of oocytes,X,0,0,0,XXX
89272,Extended culture of oocytes,X,0,0,0,XXX
89280,Assist oocyte fertilization,X,0,0,0,XXX
89281,Assist oocyte fertilization,X,0,0,0,XXX
89290,Biopsy oocyte polar body <=5,X,0,0,0,XXX
89291,Biopsy oocyte polar body,X,0,0,0,XXX
89300,Semen analysis w/huhner,X,0,0,0,XXX
89310,Semen analysis w/count,X,0,0,0,XXX
89320,Semen anal vol/count/mot,X,0,0,0,XXX
89321,Semen anal sperm detection,X,0,0,0,XXX
89322,Semen anal strict criteria,X,0,0,0,XXX
89325,Sperm antibody test,X,0,0,0,XXX
89329,Sperm evaluation test,X,0,0,0,XXX
89330,Evaluation cervical mucus,X,0,0,0,XXX
89331,Retrograde ejaculation anal,X,0,0,0,XXX
89335,Cryopreserve testicular tiss,X,0,0,0,XXX
89337,Cryopreservation oocyte(s),X,0,0,0,XXX
89342,Storage/year embryo(s),X,0,0,0,XXX
89343,Storage/year sperm/semen,X,0,0,0,XXX
89344,Storage/year reprod tissue,X,0,0,0,XXX
89346,Storage/year oocyte(s),X,0,0,0,XXX
89352,Thawing cryopresrved embryo,X,0,0,0,XXX
89353,Thawing cryopresrved sperm,X,0,0,0,XXX
89354,Thaw cryoprsvrd reprod tiss,X,0,0,0,XXX
89356,Thawing cryopresrved oocyte,X,0,0,0,XXX
89398,Unlisted reprod med lab proc,X,0,0,0,XXX
9001F,Aortic aneurysm<5cm diam ct,I,0,0,0,XXX
9002F,Aortic aneurysm 5-5.4cm diam,I,0,0,0,XXX
9003F,Aortic anrysm5.5-5.9cm diam,M,0,0,0,XXX
9004F,Aortic anrysm 6/> cm diam,M,0,0,0,XXX
9005F,Asympt carot/vrtbrbas sten,I,0,0,0,XXX
9006F,Sympt sten-tia/strk<120days,M,0,0,0,XXX
9007F,Other carot sten 120 days/>,M,0,0,0,XXX
90281,Human ig im,I,0,0,0,XXX
90283,Human ig iv,I,0,0,0,XXX
90284,Human ig sc,X,0,0,0,XXX
90287,Botulinum antitoxin,I,0,0,0,XXX
90288,Botulism ig iv,I,0,0,0,XXX
90291,Cmv ig iv,I,0,0,0,XXX
90296,Diphtheria antitoxin,E,0,0,0,XXX
90371,Hep b ig im,E,0,0,0,XXX
90375,Rabies ig im/sc,E,0,0,0,XXX
90376,Rabies ig heat treated,E,0,0,0,XXX
90377,Rabies ig ht&sol human im/sc,E,0,0,0,XXX
90378,Rsv mab im 50mg,X,0,0,0,XXX
90380,Rsv monoc antb seasn .5ml im,N,0,0,0,XXX
90381,Rsv monoc antb seasn 1 ml im,N,0,0,0,XXX
90384,Rh ig full-dose im,I,0,0,0,XXX
90385,Rh ig minidose im,E,0,0,0,XXX
90386,Rh ig iv,I,0,0,0,XXX
90389,Tetanus ig im,I,0,0,0,XXX
90393,Vaccina ig im,E,0,0,0,XXX
90396,Varicella-zoster ig im,E,0,0,0,XXX
90399,Unlisted immune globulin,I,0,0,0,XXX
90460,Im admin 1st/only component,A,0.69,0.69,1.38,XXX
90461,Im admin each addl component,A,0.26,0.26,0.52,ZZZ
90471,Immunization admin,A,0.62,0.62,1.24,XXX
90472,Immunization admin each add,A,0.44,0.44,0.88,ZZZ
90473,Immune admin oral/nasal,A,0.5,0.5,1,XXX
90474,Immune admin oral/nasal addl,A,0.36,0.36,0.72,ZZZ
90476,Adenovirus vaccine type 4,E,0,0,0,XXX
90477,Adenovirus vaccine type 7,E,0,0,0,XXX
90480,Admn sarscov2 vacc 1 dose,X,0,0,0,XXX
90581,Anthrax vaccine sc or im,E,0,0,0,XXX
90584,Dengue vacc quad 2 dose subq,X,0,0,0,XXX
90585,Bcg vaccine percut,E,0,0,0,XXX
90586,Bcg vaccine intravesical,E,0,0,0,XXX
90587,Dengue vacc quad 3 dose subq,N,0,0,0,XXX
90589,Chikungunya vaccine live im,N,0,0,0,XXX
90611,Smallpox&monkeypox vac 0.5ml,X,0,0,0,XXX
90619,Menacwy-tt vaccine im,N,0,0,0,XXX
90620,Menb-4c vacc 2 dose im,E,0,0,0,XXX
90621,Menb-fhbp vacc 2/3 dose im,E,0,0,0,XXX
90622,Vaccinia vrs vac 0.3 ml perq,X,0,0,0,XXX
90623,Menacwy-tt menb-fhbp vacc im,N,0,0,0,XXX
90625,Cholera vaccine live oral,X,0,0,0,XXX
90626,Tic-brn enceph vac 0.25ml im,N,0,0,0,XXX
90627,Tic-brn enceph vac 0.5ml im,N,0,0,0,XXX
90630,Flu vacc iiv4 no preserv id,X,0,0,0,XXX
90632,Hepa vaccine adult im,E,0,0,0,XXX
90633,Hepa vacc ped/adol 2 dose im,E,0,0,0,XXX
90634,Hepa vacc ped/adol 3 dose,E,0,0,0,XXX
90636,Hep a/hep b vacc adult im,E,0,0,0,XXX
90644,Hib-mency vacc 6wk-18m0 im,X,0,0,0,XXX
90647,Hib prp-omp vacc 3 dose im,E,0,0,0,XXX
90648,Hib prp-t vaccine 4 dose im,E,0,0,0,XXX
90649,4vhpv vaccine 3 dose im,E,0,0,0,XXX
90650,2vhpv vaccine 3 dose im,E,0,0,0,XXX
90651,9vhpv vaccine 2/3 dose im,X,0,0,0,XXX
90653,Iiv adjuvant vaccine im,X,0,0,0,XXX
90654,Flu vacc iiv3 no preserv id,X,0,0,0,XXX
90655,Iiv3 vacc no prsv 0.25 ml im,X,0,0,0,XXX
90656,Iiv3 vacc no prsv 0.5 ml im,X,0,0,0,XXX
90657,Iiv3 vaccine splt 0.25 ml im,X,0,0,0,XXX
90658,Iiv3 vaccine splt 0.5 ml im,I,0,0,0,XXX
90660,Laiv3 vaccine intranasal,X,0,0,0,XXX
90661,Cciiv3 vac no prsv 0.5 ml im,X,0,0,0,XXX
90662,Iiv no prsv increased ag im,X,0,0,0,XXX
90664,Laiv vacc pandemic intranasl,X,0,0,0,XXX
90666,Flu vac pandem prsrv free im,X,0,0,0,XXX
90667,Iiv vacc pandemic adjuvt im,X,0,0,0,XXX
90668,Iiv vaccine pandemic im,X,0,0,0,XXX
90670,Pcv13 vaccine im,X,0,0,0,XXX
90671,Pcv15 vaccine im,X,0,0,0,XXX
90672,Laiv4 vaccine intranasal,X,0,0,0,XXX
90673,Riv3 vaccine no preserv im,X,0,0,0,XXX
90674,Cciiv4 vac no prsv 0.5 ml im,X,0,0,0,XXX
90675,Rabies vaccine im,E,0,0,0,XXX
90676,Rabies vaccine id,E,0,0,0,XXX
90677,Pcv20 vaccine im,X,0,0,0,XXX
90678,Rsv vacc pref bivalent im,N,0,0,0,XXX
90679,Rsv vacc pref recomb adjt im,N,0,0,0,XXX
90680,Rv5 vacc 3 dose live oral,E,0,0,0,XXX
90681,Rv1 vacc 2 dose live oral,E,0,0,0,XXX
90682,Riv4 vacc recombinant dna im,X,0,0,0,XXX
90683,Rsv vacc mrna lipid nano im,N,0,0,0,XXX
90685,Iiv4 vacc no prsv 0.25 ml im,X,0,0,0,XXX
90686,Iiv4 vacc no prsv 0.5 ml im,X,0,0,0,XXX
90687,Iiv4 vaccine splt 0.25 ml im,X,0,0,0,XXX
90688,Iiv4 vaccine splt 0.5 ml im,X,0,0,0,XXX
90689,Vacc iiv4 no prsrv 0.25ml im,X,0,0,0,XXX
90690,Typhoid vaccine oral,E,0,0,0,XXX
90691,Typhoid vaccine im,E,0,0,0,XXX
90694,Vacc aiiv4 no prsrv 0.5ml im,X,0,0,0,XXX
90696,Dtap-ipv vaccine 4-6 yrs im,E,0,0,0,XXX
90697,Dtap-ipv-hib-hepb vaccine im,E,0,0,0,XXX
90698,Dtap-ipv/hib vaccine im,E,0,0,0,XXX
90700,Dtap vaccine < 7 yrs im,E,0,0,0,XXX
90702,Dt vaccine under 7 yrs im,E,0,0,0,XXX
90707,Mmr vaccine sc,E,0,0,0,XXX
90710,Mmrv vaccine sc,E,0,0,0,XXX
90713,Poliovirus ipv sc/im,E,0,0,0,XXX
90714,Td vacc no presv 7 yrs+ im,E,0,0,0,XXX
90715,Tdap vaccine 7 yrs/> im,E,0,0,0,XXX
90716,Var vaccine live subq,E,0,0,0,XXX
90717,Yellow fever vaccine subq,E,0,0,0,XXX
90723,Dtap-hep b-ipv vaccine im,I,0,0,0,XXX
90732,Ppsv23 vacc 2 yrs+ subq/im,X,0,0,0,XXX
90733,Mpsv4 vaccine subq,E,0,0,0,XXX
90734,Menacwyd/menacwycrm vacc im,E,0,0,0,XXX
90736,Hzv vaccine live subq,E,0,0,0,XXX
90738,Inactivated je vacc im,I,0,0,0,XXX
90739,Hepb vacc 2/4 dose adult im,X,0,0,0,XXX
90740,Hepb vacc 3 dose immunsup im,X,0,0,0,XXX
90743,Hepb vacc 2 dose adolesc im,X,0,0,0,XXX
90744,Hepb vacc 3 dose ped/adol im,X,0,0,0,XXX
90746,Hepb vaccine 3 dose adult im,X,0,0,0,XXX
90747,Hepb vacc 4 dose immunsup im,X,0,0,0,XXX
90748,Hib-hepb vaccine im,I,0,0,0,XXX
90749,Unlisted vaccine/toxoid,E,0,0,0,XXX
90750,Hzv vacc recombinant im,E,0,0,0,XXX
90756,Cciiv4 vacc abx free im,X,0,0,0,XXX
90758,Zaire ebolavirus vac live im,N,0,0,0,XXX
90759,Hep b vac 3ag 10mcg 3 dos im,X,0,0,0,XXX
90785,Psytx complex interactive,A,0.44,0.39,0.83,ZZZ
90791,Psych diagnostic evaluation,A,5.17,4.43,9.6,XXX
90792,Psych diag eval w/med srvcs,A,5.82,5.08,10.9,XXX
90832,Psytx w pt 30 minutes,A,2.35,2.05,4.4,XXX
90833,Psytx w pt w e/m 30 min,A,2.16,1.92,4.08,ZZZ
90834,Psytx w pt 45 minutes,A,3.1,2.71,5.81,XXX
90836,Psytx w pt w e/m 45 min,A,2.73,2.43,5.16,ZZZ
90837,Psytx w pt 60 minutes,A,4.57,4,8.57,XXX
90838,Psytx w pt w e/m 60 min,A,3.62,3.22,6.84,ZZZ
90839,Psytx crisis initial 60 min,A,4.4,3.87,8.27,XXX
90840,Psytx crisis ea addl 30 min,A,2.18,1.94,4.12,ZZZ
90845,Psychoanalysis,A,2.94,2.6,5.54,XXX
90846,Family psytx w/o pt 50 min,R,2.93,2.92,5.85,XXX
90847,Family psytx w/pt 50 min,A,3.07,3.05,6.12,XXX
90849,Multiple family group psytx,A,1.13,0.88,2.01,XXX
90853,Group psychotherapy,A,0.83,0.72,1.55,XXX
90863,Pharmacologic mgmt w/psytx,I,0.75,0.7,1.45,XXX
90865,Narcosynthesis,A,4.85,3.64,8.49,XXX
90867,Tcranial magn stim tx plan,C,0,0,0,0
90868,Tcranial magn stim tx deli,C,0,0,0,0
90869,Tcran magn stim redetemine,C,0,0,0,0
90870,Electroconvulsive therapy,A,5.18,3.12,8.3,0
90875,Psychophysiological therapy,N,1.75,1.74,3.49,XXX
90876,Psychophysiological therapy,N,3.08,2.76,5.84,XXX
90880,Hypnotherapy,A,3.08,2.57,5.65,XXX
90882,Environmental manipulation,N,0,0,0,XXX
90885,Psy evaluation of records,B,1.41,1.41,2.82,XXX
90887,Consultation with family,B,2.56,2.14,4.7,XXX
90889,Preparation of report,B,0,0,0,XXX
90899,Unlisted psyc svc/therapy,C,0,0,0,XXX
90901,Biofeedback train any meth,A,1.23,0.57,1.8,0
90912,Bfb training 1st 15 min,A,2.42,1.26,3.68,0
90913,Bfb training ea addl 15 min,A,0.96,0.71,1.67,ZZZ
90935,Hemodialysis one evaluation,A,2.1,2.1,4.2,0
90937,Hemodialysis repeated eval,A,3.02,3.02,6.04,0
90940,Hemodialysis access study,X,0,0,0,XXX
90945,Dialysis one evaluation,A,2.54,2.54,5.08,0
90947,Dialysis repeated eval,A,3.62,3.62,7.24,0
90951,Esrd serv 4 visits p mo <2yr,A,34.74,34.74,69.48,XXX
90952,Esrd serv 2-3 vsts p mo <2yr,C,0,0,0,XXX
90953,Esrd serv 1 visit p mo <2yrs,C,0,0,0,XXX
90954,Esrd serv 4 vsts p mo 2-11,A,29.78,29.78,59.56,XXX
90955,Esrd srv 2-3 vsts p mo 2-11,A,15.49,15.49,30.98,XXX
90956,Esrd srv 1 visit p mo 2-11,A,10.33,10.33,20.66,XXX
90957,Esrd srv 4 vsts p mo 12-19,A,22.8,22.8,45.6,XXX
90958,Esrd srv 2-3 vsts p mo 12-19,A,14.84,14.84,29.68,XXX
90959,Esrd serv 1 vst p mo 12-19,A,9.68,9.68,19.36,XXX
90960,Esrd srv 4 visits p mo 20+,A,10.5,10.5,21,XXX
90961,Esrd srv 2-3 vsts p mo 20+,A,8.72,8.72,17.44,XXX
90962,Esrd serv 1 visit p mo 20+,A,6.02,6.02,12.04,XXX
90963,Esrd home pt serv p mo <2yrs,A,18,18,36,XXX
90964,Esrd home pt serv p mo 2-11,A,15.43,15.43,30.86,XXX
90965,Esrd home pt serv p mo 12-19,A,14.81,14.81,29.62,XXX
90966,Esrd home pt serv p mo 20+,A,8.72,8.72,17.44,XXX
90967,Esrd svc pr day pt <2,A,0.52,0.52,1.04,XXX
90968,Esrd svc pr day pt 2-11,A,0.51,0.51,1.02,XXX
90969,Esrd svc pr day pt 12-19,A,0.5,0.5,1,XXX
90970,Esrd svc pr day pt 20+,A,0.28,0.28,0.56,XXX
90989,Dialysis training complete,X,0,0,0,XXX
90993,Dialysis training incompl,X,0,0,0,XXX
90997,Hemoperfusion,A,2.6,2.6,5.2,0
90999,Unlisted dialysis procedure,C,0,0,0,XXX
91010,Esophagus motility study,A,6.63,6.63,13.26,0
91010,Esophagus motility study,A,4.73,4.73,9.46,0
91010,Esophagus motility study,A,1.9,1.9,3.8,0
91013,Esophgl motil w/stim/perfus,A,0.76,0.76,1.52,ZZZ
91013,Esophgl motil w/stim/perfus,A,0.49,0.49,0.98,ZZZ
91013,Esophgl motil w/stim/perfus,A,0.27,0.27,0.54,ZZZ
91020,Gastric motility studies,A,8.29,8.29,16.58,0
91020,Gastric motility studies,A,6.16,6.16,12.32,0
91020,Gastric motility studies,A,2.13,2.13,4.26,0
91022,Duodenal motility study,A,5.21,5.21,10.42,0
91022,Duodenal motility study,A,3.08,3.08,6.16,0
91022,Duodenal motility study,A,2.13,2.13,4.26,0
91030,Acid perfusion of esophagus,A,4.36,4.36,8.72,0
91030,Acid perfusion of esophagus,A,3.01,3.01,6.02,0
91030,Acid perfusion of esophagus,A,1.35,1.35,2.7,0
91034,Gastroesophageal reflux test,A,5.74,5.74,11.48,0
91034,Gastroesophageal reflux test,A,4.28,4.28,8.56,0
91034,Gastroesophageal reflux test,A,1.46,1.46,2.92,0
91035,G-esoph reflx tst w/electrod,A,13.64,13.64,27.28,0
91035,G-esoph reflx tst w/electrod,A,11.25,11.25,22.5,0
91035,G-esoph reflx tst w/electrod,A,2.39,2.39,4.78,0
91037,Esoph imped function test,A,5.06,5.06,10.12,0
91037,Esoph imped function test,A,3.63,3.63,7.26,0
91037,Esoph imped function test,A,1.43,1.43,2.86,0
91038,Esoph imped funct test > 1hr,A,12.08,12.08,24.16,0
91038,Esoph imped funct test > 1hr,A,10.45,10.45,20.9,0
91038,Esoph imped funct test > 1hr,A,1.63,1.63,3.26,0
91040,Esoph balloon distension tst,A,15.49,15.49,30.98,0
91040,Esoph balloon distension tst,A,14.04,14.04,28.08,0
91040,Esoph balloon distension tst,A,1.45,1.45,2.9,0
91065,Breath hydrogen/methane test,A,2.22,2.22,4.44,0
91065,Breath hydrogen/methane test,A,1.93,1.93,3.86,0
91065,Breath hydrogen/methane test,A,0.29,0.29,0.58,0
91110,Gi trc img intral esoph-ile,A,21.9,21.9,43.8,XXX
91110,Gi trc img intral esoph-ile,A,18.6,18.6,37.2,XXX
91110,Gi trc img intral esoph-ile,A,3.3,3.3,6.6,XXX
91111,Gi trc img intral esophagus,A,26.24,26.24,52.48,XXX
91111,Gi trc img intral esophagus,A,24.91,24.91,49.82,XXX
91111,Gi trc img intral esophagus,A,1.33,1.33,2.66,XXX
91112,Gi wireless capsule measure,A,48.27,48.27,96.54,XXX
91112,Gi wireless capsule measure,A,45.17,45.17,90.34,XXX
91112,Gi wireless capsule measure,A,3.1,3.1,6.2,XXX
91113,Gi trc img intral colon i&r,A,26.81,26.81,53.62,XXX
91113,Gi trc img intral colon i&r,A,23.25,23.25,46.5,XXX
91113,Gi trc img intral colon i&r,A,3.56,3.56,7.12,XXX
91117,Colon motility 6 hr study,A,4.02,4.02,8.04,0
91120,Rectal sensation test,A,15,15,30,XXX
91120,Rectal sensation test,A,13.58,13.58,27.16,XXX
91120,Rectal sensation test,A,1.42,1.42,2.84,XXX
91122,Anal pressure record,A,8.28,8.28,16.56,0
91122,Anal pressure record,A,5.7,5.7,11.4,0
91122,Anal pressure record,A,2.58,2.58,5.16,0
91132,Electrogastrography,A,13.12,13.12,26.24,XXX
91132,Electrogastrography,A,12.35,12.35,24.7,XXX
91132,Electrogastrography,A,0.77,0.77,1.54,XXX
91133,Electrogastrography w/test,A,13.79,13.79,27.58,XXX
91133,Electrogastrography w/test,A,12.82,12.82,25.64,XXX
91133,Electrogastrography w/test,A,0.97,0.97,1.94,XXX
91200,Liver elastography,A,0.92,0.92,1.84,XXX
91200,Liver elastography,A,0.61,0.61,1.22,XXX
91200,Liver elastography,A,0.31,0.31,0.62,XXX
91299,Unlisted dx gi procedure,C,0,0,0,XXX
91299,Unlisted dx gi procedure,C,0,0,0,XXX
91299,Unlisted dx gi procedure,C,0,0,0,XXX
91304,Sarscov2 vac 5mcg/0.5ml im,X,0,0,0,XXX
91318,Sarscov2 vac 3mcg trs-suc im,X,0,0,0,XXX
91319,Sarscv2 vac 10mcg trs-suc im,X,0,0,0,XXX
91320,Sarscv2 vac 30mcg trs-suc im,X,0,0,0,XXX
91321,Sarscov2 vac 25 mcg/.25ml im,X,0,0,0,XXX
91322,Sarscov2 vac 50 mcg/0.5ml im,X,0,0,0,XXX
92002,Intrm oph exam new patient,A,2.54,1.34,3.88,XXX
92004,Compre oph exam new pt 1/>,A,4.46,2.77,7.23,XXX
92012,Intrm oph exam est patient,A,2.67,1.48,4.15,XXX
92014,Compre oph exam est pt 1/>,A,3.77,2.23,6,XXX
92015,Determine refractive state,N,0.57,0.55,1.12,XXX
92018,Compl oph exam general anes,A,4.11,4.11,8.22,XXX
92019,Lmtd oph exam general anes,A,2.15,2.15,4.3,XXX
92020,Gonioscopy,A,0.82,0.6,1.42,XXX
92025,Cptrized corneal topography,A,1.09,1.09,2.18,XXX
92025,Cptrized corneal topography,A,0.52,0.52,1.04,XXX
92025,Cptrized corneal topography,A,0.57,0.57,1.14,XXX
92060,Sensorimotor examination,A,1.91,1.91,3.82,XXX
92060,Sensorimotor examination,A,0.82,0.82,1.64,XXX
92060,Sensorimotor examination,A,1.09,1.09,2.18,XXX
92065,Orthop traing pfrmd phys/qhp,A,1.19,0.99,2.18,XXX
92066,Orthop traing supvj phys/qhp,A,0.79,0.79,1.58,XXX
92071,Contact lens fitting for tx,A,1.08,0.95,2.03,XXX
92072,Fitg c-lens keratoconus 1st,A,3.73,2.75,6.48,XXX
92081,Limited visual field xm,A,1,1,2,XXX
92081,Limited visual field xm,A,0.53,0.53,1.06,XXX
92081,Limited visual field xm,A,0.47,0.47,0.94,XXX
92082,Intermediate visual field xm,A,1.41,1.41,2.82,XXX
92082,Intermediate visual field xm,A,0.8,0.8,1.6,XXX
92082,Intermediate visual field xm,A,0.61,0.61,1.22,XXX
92083,Extended visual field xm,A,1.9,1.9,3.8,XXX
92083,Extended visual field xm,A,1.11,1.11,2.22,XXX
92083,Extended visual field xm,A,0.79,0.79,1.58,XXX
92100,Serial tonometry,A,2.55,0.95,3.5,XXX
92132,Cmptr ophth dx img ant segmt,A,0.94,0.94,1.88,XXX
92132,Cmptr ophth dx img ant segmt,A,0.46,0.46,0.92,XXX
92132,Cmptr ophth dx img ant segmt,A,0.48,0.48,0.96,XXX
92133,Cmptr ophth img optic nerve,A,1.09,1.09,2.18,XXX
92133,Cmptr ophth img optic nerve,A,0.46,0.46,0.92,XXX
92133,Cmptr ophth img optic nerve,A,0.63,0.63,1.26,XXX
92134,Cptr ophth dx img post segmt,A,1.21,1.21,2.42,XXX
92134,Cptr ophth dx img post segmt,A,0.48,0.48,0.96,XXX
92134,Cptr ophth dx img post segmt,A,0.73,0.73,1.46,XXX
92136,Ophthalmic biometry,A,1.41,1.41,2.82,XXX
92136,Ophthalmic biometry,A,0.52,0.52,1.04,XXX
92136,Ophthalmic biometry,A,0.89,0.89,1.78,XXX
92145,Corneal hysteresis deter,A,0.39,0.39,0.78,XXX
92145,Corneal hysteresis deter,A,0.23,0.23,0.46,XXX
92145,Corneal hysteresis deter,A,0.16,0.16,0.32,XXX
92201,Opscpy extnd rta draw uni/bi,A,0.74,0.67,1.41,XXX
92202,Opscpy extnd on/mac draw,A,0.46,0.43,0.89,XXX
92227,Img rta detcj/mntr ds staff,A,0.53,0.53,1.06,XXX
92228,Img rta detc/mntr ds phy/qhp,A,0.89,0.89,1.78,XXX
92228,Img rta detc/mntr ds phy/qhp,A,0.4,0.4,0.8,XXX
92228,Img rta detc/mntr ds phy/qhp,A,0.49,0.49,0.98,XXX
92229,Img rta detc/mntr ds poc aly,A,1.23,1.23,2.46,XXX
92230,Fluorescein angioscopy i&r,A,4.11,1.02,5.13,XXX
92235,Fluorescein angrph mltiframe,A,4.87,4.87,9.74,XXX
92235,Fluorescein angrph mltiframe,A,3.63,3.63,7.26,XXX
92235,Fluorescein angrph mltiframe,A,1.24,1.24,2.48,XXX
92240,Icg angiography i&r uni/bi,A,5.64,5.64,11.28,XXX
92240,Icg angiography i&r uni/bi,A,4.26,4.26,8.52,XXX
92240,Icg angiography i&r uni/bi,A,1.38,1.38,2.76,XXX
92242,Fluorescein&icg angiography,A,8.43,8.43,16.86,XXX
92242,Fluorescein&icg angiography,A,6.84,6.84,13.68,XXX
92242,Fluorescein&icg angiography,A,1.59,1.59,3.18,XXX
92250,Fundus photography w/i&r,A,1.11,1.11,2.22,XXX
92250,Fundus photography w/i&r,A,0.5,0.5,1,XXX
92250,Fundus photography w/i&r,A,0.61,0.61,1.22,XXX
92260,Ophthalmodynamometry,A,0.58,0.32,0.9,XXX
92265,Ndl oculoelectromyography 1+,A,2.61,2.61,5.22,XXX
92265,Ndl oculoelectromyography 1+,A,1.27,1.27,2.54,XXX
92265,Ndl oculoelectromyography 1+,A,1.34,1.34,2.68,XXX
92270,Electro-oculography w/i&r,A,3.52,3.52,7.04,XXX
92270,Electro-oculography w/i&r,A,2.28,2.28,4.56,XXX
92270,Electro-oculography w/i&r,A,1.24,1.24,2.48,XXX
92273,Full field erg w/i&r,A,3.78,3.78,7.56,XXX
92273,Full field erg w/i&r,A,2.72,2.72,5.44,XXX
92273,Full field erg w/i&r,A,1.06,1.06,2.12,XXX
92274,Multifocal erg w/i&r,A,2.68,2.68,5.36,XXX
92274,Multifocal erg w/i&r,A,1.71,1.71,3.42,XXX
92274,Multifocal erg w/i&r,A,0.97,0.97,1.94,XXX
92283,Extnd color vision xm,A,1.63,1.63,3.26,XXX
92283,Extnd color vision xm,A,1.38,1.38,2.76,XXX
92283,Extnd color vision xm,A,0.25,0.25,0.5,XXX
92284,Dx dark adaptation exam i&r,A,1.12,1.12,2.24,XXX
92285,External ocular photography,A,0.7,0.7,1.4,XXX
92285,External ocular photography,A,0.61,0.61,1.22,XXX
92285,External ocular photography,A,0.09,0.09,0.18,XXX
92286,Ant sgm img i&r speclr mic,A,1.17,1.17,2.34,XXX
92286,Ant sgm img i&r speclr mic,A,0.54,0.54,1.08,XXX
92286,Ant sgm img i&r speclr mic,A,0.63,0.63,1.26,XXX
92287,Ant sgm img ir flrscn angrph,A,4.28,4.28,8.56,XXX
92287,Ant sgm img ir flrscn angrph,A,3.41,3.41,6.82,XXX
92287,Ant sgm img ir flrscn angrph,A,0.87,0.87,1.74,XXX
92310,Contact lens fitting ou,N,2.99,1.69,4.68,XXX
92311,Contact lens fitg aphakia 1,A,3.09,1.51,4.6,XXX
92312,Contact lens fitg aphakia ou,A,3.69,1.8,5.49,XXX
92313,C-lens fitg corneosclrl lens,A,2.94,1.26,4.2,XXX
92314,C-lens fitg tech ou,N,2.6,1,3.6,XXX
92315,C-lens fitg tech aphakia 1,A,2.45,0.61,3.06,XXX
92316,C-lens fitg tech aphakia ou,A,3.03,0.92,3.95,XXX
92317,C-lens fitg tech corneosclrl,A,2.59,0.61,3.2,XXX
92325,Modification of contact lens,A,1.23,1.23,2.46,XXX
92326,Replacement of contact lens,A,1.18,1.18,2.36,XXX
92340,Fit spectacles monofocal,N,1.04,0.53,1.57,XXX
92341,Fit spectacles bifocal,N,1.19,0.68,1.87,XXX
92342,Fit spectacles multifocal,N,1.27,0.77,2.04,XXX
92352,Fit aphakia spectcl monofocl,B,1.3,0.53,1.83,XXX
92353,Fit aphakia spectcl multifoc,B,1.49,0.72,2.21,XXX
92354,Fitg spect low vis 1system,B,0.42,0.42,0.84,XXX
92355,Fitg spect lw vis cmpnd lens,B,0.65,0.65,1.3,XXX
92358,Aphakia prosth service temp,B,0.35,0.35,0.7,XXX
92370,Rpr&refitg spect xcp aphakia,N,0.91,0.46,1.37,XXX
92371,Rpr&refit spct prsth aphakia,B,0.36,0.36,0.72,XXX
92499,Unlisted oph svc/procedure,C,0,0,0,XXX
92499,Unlisted oph svc/procedure,C,0,0,0,XXX
92499,Unlisted oph svc/procedure,C,0,0,0,XXX
92502,Ear and throat examination,A,2.85,2.85,5.7,0
92504,Ear microscopy examination,A,0.87,0.27,1.14,XXX
92507,Speech/hearing therapy,A,2.29,2.29,4.58,XXX
92508,Speech/hearing therapy,A,0.73,0.73,1.46,XXX
92511,Nasopharyngoscopy,A,3.52,1.13,4.65,0
92512,Nasal function studies,A,1.93,0.81,2.74,XXX
92516,Facial nerve function test,A,2.17,0.67,2.84,XXX
92517,Vemp test i&r cervical,A,2.31,1.25,3.56,XXX
92518,Vemp test i&r ocular,A,2.34,1.27,3.61,XXX
92519,Vemp tst i&r cervical&ocular,A,3.82,1.88,5.7,XXX
92520,Laryngeal function studies,A,2.63,1.18,3.81,XXX
